state_id,drug,n_samples,spearman_rho,p_value,q_value
A1_L1_8,Dasatinib,493,0.0682,0.13064634991815377,0.4371575995191392
A0_L1_8,NF-kB Activation Inhibitor,441,0.0682,0.15303041912521184,0.4733423855710596
A1_L1_8,Metformin,43,0.0683,0.6636568869164312,0.8756149982219336
A0_L1_2,STO609,415,0.0684,0.16418208493395578,0.4884495808975652
A1_L1_5,Afatinib (BIBW-2992),459,0.0685,0.14261750125504705,0.45791222567648454
A0_L1_6,NVP-ADW742,444,0.0686,0.14895058572965886,0.46925489406701465
A2_L1_7,BEZ235,449,0.0687,0.14638179282319116,0.46541903359168474
A3_L1_0,Gefitinib,466,0.0687,0.1385787935424821,0.4495140505688406
A0_L1_9,CHIR-99021,457,0.0687,0.14257448416429278,0.45791222567648454
A2_L1_9,Bortezomib (Velcade),463,0.0687,0.13982231531375341,0.4516686290960322
A1_L1_1,Palbociclib,295,0.0688,0.2385053609026677,0.580122886463923
A3_L1_10,Perhexiline maleate,37,0.0688,0.6859678243529181,0.8855279898114968
A2_L1_7,Gefitinib,466,0.0688,0.13785992429539998,0.4486779688354225
A2_L1_0,Staurosporine,89,0.0689,0.5209953947533474,0.802726502850585
A3_L1_3,Go6976,85,0.069,0.5301373123089357,0.8085735144687334
A2_L1_9,Lovastatin,134,0.069,0.4283234455764827,0.7408977542065773
A1_L1_15,Palbociclib,295,0.0692,0.23588146155411097,0.5769809497772539
A3_L1_7,PHA-665752,452,0.0692,0.1420298746361702,0.45673507403747676
A1_L1_15,BMS-754807,41,0.0692,0.6674121328919327,0.8772429985011623
A1_L1_3,TG100-115,451,0.0694,0.1409368905894799,0.45416253724260675
A3_L1_1,KI20227,405,0.0695,0.16265972546298474,0.4871557034897776
A3_L1_10,JNJ-28312141,316,0.0695,0.2182148619604484,0.5571612307936235
A0_L1_6,JNJ-7706621,457,0.0696,0.13726715976984635,0.44816028992788176
A3_L1_8,ABT-737,236,0.0697,0.28604815442466314,0.6284544852703443
A1_L1_15,Tivozanib (AV-951),448,0.0697,0.14086145335698044,0.45416253724260675
A1_L1_12,Masitinib (AB-1010),448,0.0697,0.14072198410007414,0.45416253724260675
A0_L1_2,S31-201,403,0.0697,0.1626359666040334,0.4871557034897776
A1_L1_5,SNS-032 (BMS-387032),458,0.0697,0.13621141530195247,0.44618703030657575
A3_L1_4,Lenalidomide,265,0.0697,0.25808698218806764,0.5991688899460718
A1_L1_15,Azacytidine,367,0.0697,0.18259765823649143,0.5090402342923772
A2_L1_3,AMPK Inhibitor,85,0.0699,0.5248400200382116,0.8046714430642933
A1_L1_3,Vemurafenib (PLX-4032),358,0.0699,0.18724024960172933,0.5171000211718138
A2_L1_9,KN93,86,0.0699,0.5224814311013753,0.8041133435625336
A0_L1_13,Trametinib (GSK1120212),484,0.0699,0.12478705272898621,0.4265131045075891
A3_L1_13,Foretinib (XL880),453,0.0701,0.13631122602084686,0.44618703030657575
A3_L1_7,Vandetanib (ZD6474),481,0.0701,0.12479787051061235,0.4265131045075891
A1_L1_13,INK-128,458,0.0702,0.13333122876469275,0.4411171922844691
A0_L1_4,Nutlin 3a,323,0.0702,0.20834433474432823,0.543896361381527
A1_L1_1,Pelitinib (EKB-569),452,0.0702,0.13631573559307117,0.44618703030657575
A0_L1_9,OTX-015,292,0.0703,0.23106983571796175,0.5695604373760077
A1_L1_7,MK-2206,448,0.0703,0.13750025821096962,0.44818107185237616
A1_L1_3,STO609,415,0.0703,0.15290736192231982,0.4733423855710596
A1_L1_14,Alisertib (MLN8237),459,0.0703,0.13284614659997337,0.44068032896351805
A3_L1_1,Pazopanib (GW786034),467,0.0704,0.1289548165099163,0.43452166432689193
A1_L1_12,Indisulam,117,0.0704,0.45064281496493397,0.7542216788765621
A3_L1_5,Azacytidine,367,0.0705,0.17785216553366234,0.503714404969272
A0_L1_6,AMPK Inhibitor,85,0.0705,0.5212461798403439,0.8029133701888528
A1_L1_0,A-674563,461,0.0706,0.1298515162430868,0.435884894806247
A3_L1_10,Linifanib (ABT-869),453,0.0706,0.1332831115479403,0.4411171922844691
A3_L1_8,DBZ,366,0.0706,0.17776666314157544,0.503714404969272
A2_L1_0,Panobinostat,286,0.0706,0.23413611881614216,0.5746808933729538
A1_L1_13,Palbociclib,295,0.0707,0.22591220501540274,0.5655700338928867
A1_L1_7,AKT Inhibitor IV,83,0.0707,0.5256205650461918,0.8053850871625586
A1_L1_5,INK-128,458,0.0707,0.13110379062175428,0.43724771482241875
A1_L1_2,SB-431542,459,0.0707,0.13045023882155948,0.43694839583666606
A1_L1_9,Axitinib (AG-013736),476,0.0708,0.12305119552882281,0.42375076460415173
A2_L1_3,JAK Inhibitor I,448,0.0709,0.13429387168321008,0.44259579683521943
A3_L1_13,AZD1480,456,0.0709,0.13080418432688593,0.43724771482241875
A1_L1_0,NVP-TAE684,451,0.0709,0.13291487341319014,0.44068032896351805
A3_L1_1,Lovastatin,134,0.0709,0.41558040730993373,0.7329366789402206
A2_L1_12,GDC-0941,424,0.071,0.14455913999160117,0.4619931278082099
A1_L1_5,PI-103,452,0.071,0.13200142038472037,0.4391448377887315
A0_L1_2,SGX-523,453,0.0711,0.1309739843307991,0.43724771482241875
A1_L1_5,TG100-115,451,0.0712,0.1310721328555186,0.43724771482241875
A3_L1_5,Venetoclax,367,0.0712,0.17339824810276544,0.49840942894628915
A0_L1_8,Palbociclib,295,0.0713,0.22214381300902408,0.5621598533289589
A0_L1_9,GSK690693,447,0.0713,0.13219351577828825,0.4394636985658913
A3_L1_9,Flavopiridol,451,0.0713,0.1304492652977889,0.43694839583666606
A1_L1_4,JNJ-7706621,457,0.0713,0.12777987629191723,0.43315212302344824
A2_L1_9,ABT-737,236,0.0714,0.2747620607952593,0.6158802519633433
A1_L1_13,Tandutinib (MLN518),83,0.0715,0.5208838051945324,0.802726502850585
A2_L1_7,Motesanib (AMG-706),450,0.0715,0.13004586211562597,0.4360650865964743
A0_L1_9,Indisulam,117,0.0717,0.44252116377441986,0.7505556016079337
A1_L1_15,TG100-115,451,0.0717,0.12815322245990315,0.4332382148708717
A3_L1_0,Afatinib (BIBW-2992),459,0.0717,0.1250231643220074,0.4265131045075891
A1_basin_edge_0,KI20227,405,0.0717,0.14991082275076656,0.47023368090138995
A1_L1_13,TG100-115,451,0.0718,0.12804009747854864,0.4332382148708717
A2_L1_4,Motesanib (AMG-706),450,0.0718,0.1282578788730002,0.4332382148708717
A0_L1_9,Axitinib (AG-013736),476,0.0718,0.11794200086347285,0.41629925915602617
A0_L1_13,JQ1,348,0.0718,0.18129255305723493,0.5067690842898361
A3_L1_10,PI-103,452,0.0719,0.12679363169103602,0.43098712526558297
A3_L1_10,Tozasertib (VX-680),458,0.072,0.12390608237272101,0.42513431694016063
A2_L1_7,Roscovitine (CYC-202),462,0.072,0.12239000916653392,0.4226430882470054
A0_L1_8,Ranolazine,45,0.072,0.6382800464076285,0.8640472243946061
A3_L1_10,Tofacitinib (CP-690550),458,0.072,0.12385572371715607,0.42513431694016063
A3_L1_10,GSK-1904529A,452,0.0721,0.12582204382544815,0.42862454489987833
A2_L1_7,Panobinostat,286,0.0722,0.22360457646914425,0.5640147982541475
A1_L1_10,NF-kB Activation Inhibitor,441,0.0722,0.13001167313421888,0.4360650865964743
A1_basin_edge_0,Perhexiline maleate,37,0.0723,0.6705439060656526,0.8793149892318455
A1_L1_15,Tofacitinib (CP-690550),458,0.0723,0.12218797495606067,0.42251279683635035
A2_L1_3,Sunitinib,488,0.0723,0.11052789311927573,0.4025163721842999
A1_L1_15,Entrectinib,215,0.0723,0.29097518691479607,0.6332208349848142
A3_L1_10,Lenvatinib,343,0.0724,0.1810356515704623,0.5065076894119432
A1_L1_0,PP2,85,0.0725,0.5094519006254831,0.7950168094331728
A3_L1_0,Ibrutinib (PCI-32765),438,0.0726,0.12919966761631715,0.4348740169496017
A0_L1_4,RAF265 (CHIR-265),450,0.0727,0.12340906670925,0.42389817927831025
A2_L1_7,YM-155,459,0.0729,0.11886549216184453,0.4175445050444397
A1_L1_10,Selumetinib (AZD6244),456,0.073,0.11950062106795924,0.4184809889579703
A0_L1_2,CHIR-99021,457,0.073,0.11908763977934868,0.41761502637554404
A1_L1_8,SNS-032 (BMS-387032),458,0.073,0.11863155410181611,0.416958977001848
A3_L1_9,MK-2206,448,0.0731,0.12250221469812757,0.4226565003496889
A1_L1_9,GW-2580,440,0.0732,0.12529167281765352,0.42705243071437704
A0_L1_8,SR9011,266,0.0732,0.23380215381229605,0.5743159087306796
A3_L1_7,GSK-2879552,84,0.0733,0.5077677013923934,0.7935870301570049
A1_basin_edge_0,KN93,86,0.0733,0.5025755373675991,0.7908567661010854
A1_L1_3,SU11274,402,0.0734,0.14177869817144015,0.4564007936983016
A1_L1_7,Cediranib (AZD2171),454,0.0734,0.11842734923588999,0.416958977001848
A3_L1_7,Vemurafenib (PLX-4032),358,0.0735,0.1651536149278161,0.48913875922364125
A3_L1_4,CHIR-99021,457,0.0735,0.11678361695635416,0.41351137928577714
A3_L1_8,XMD 8-87,45,0.0735,0.6312667035017558,0.859923635252201
A1_L1_3,INK-128,458,0.0736,0.11585950036280485,0.41164980071598284
A2_L1_7,Lestaurtinib (CEP-701),84,0.0738,0.5047371461554184,0.7914643621327682
A3_L1_4,Ibrutinib (PCI-32765),438,0.0738,0.12322945622278801,0.42375076460415173
A2_L1_7,Pelitinib (EKB-569),452,0.0738,0.11703688799457797,0.41393537111602025
A2_L1_3,Alisertib (MLN8237),459,0.0739,0.11399460723409002,0.4075931746547625
A1_L1_0,Palbociclib,295,0.0739,0.2058577451192466,0.5405836593559208
A0_L1_8,Perhexiline maleate,37,0.074,0.6634984828846255,0.8756149982219336
A3_L1_4,Baiclein,45,0.074,0.6289525531373031,0.8588869303091613
A3_L1_0,VX-745,457,0.0741,0.11380986699746612,0.40716744107575875
A2_L1_9,Ruxolitinib (INCB018424),449,0.0741,0.1167729571857784,0.41351137928577714
A3_L1_3,KN92,85,0.0741,0.5002306506033276,0.7903746263355329
A1_L1_13,Vandetanib (ZD6474),481,0.0742,0.10422625683952405,0.39263300467426643
A1_basin_edge_0,Ibrutinib (PCI-32765),438,0.0742,0.12105003950683065,0.42068604534532295
A2_L1_0,p38 MAP Kinase Inhibitor,85,0.0742,0.4997586055425709,0.7900933501174078
A0_L1_13,KN92,85,0.0743,0.4990961066963988,0.7897499306719642
A1_L1_13,CHIR-99021,457,0.0743,0.11278522599185481,0.40584352939611135
A3_L1_4,CYT387,455,0.0744,0.1131769449561514,0.4060928299046864
A3_L1_10,Panobinostat,286,0.0744,0.20959891278599904,0.5453265880290366
A1_L1_2,BMS-345541,462,0.0746,0.10947382746505187,0.4009783624156862
A1_L1_16,Lenalidomide,265,0.0746,0.2262214161712665,0.5655700338928867
A0_L1_8,SGX-523,453,0.0747,0.1122260549313128,0.4052425978882582
A3_L1_1,Olaparib,148,0.0748,0.3659252064863181,0.6941192776542402
A1_L1_9,AZD1480,456,0.0748,0.11064740664275913,0.4025163721842999
A1_L1_13,JNJ-38877605,454,0.0749,0.1111125425792408,0.40309992041620424
A1_L1_13,p38 MAP Kinase Inhibitor,85,0.0749,0.49542703087425555,0.7874370688254765
A3_L1_8,GSK690693,447,0.075,0.11333127069066473,0.406393220521759
A1_L1_3,Crizotinib (PF-2341066),470,0.075,0.10441340873130008,0.392817435760959
A1_L1_14,Gefitinib,466,0.0751,0.10529520412859983,0.39416959575722027
A1_basin_edge_0,Ponatinib (AP24534),301,0.0752,0.19326167301696612,0.5261607481770669
A3_L1_4,MLN120B,453,0.0752,0.10987263736014605,0.40182896966684356
A3_L1_1,AKT Inhibitor IV,83,0.0752,0.4993257626184031,0.7897499306719642
A1_L1_16,LY-333531,415,0.0754,0.12505363715844195,0.4265131045075891
A1_L1_15,Trametinib (GSK1120212),484,0.0754,0.0977075925015917,0.38101221515471173
A1_L1_3,Dovitinib (CHIR-258),455,0.0754,0.10830069149297564,0.3991202347429453
A1_L1_0,Lenalidomide,265,0.0754,0.22131517002898146,0.5612919218198598
A3_L1_13,Quizartinib (AC220),461,0.0755,0.10524010903163666,0.39416959575722027
A2_L1_0,OTX-015,292,0.0755,0.19811202548024143,0.5323181507452538
A3_L1_4,Selinexor,241,0.0755,0.2431156399289921,0.5865046566380354
A1_L1_12,Olaparib,148,0.0756,0.3613490588226165,0.6889158722256098
A1_L1_4,Neratinib (HKI-272),453,0.0756,0.10799101402294706,0.3985324915974723
A3_L1_1,Neratinib (HKI-272),453,0.0759,0.10688632037724641,0.39658598823394836
A3_L1_0,STO609,415,0.076,0.12192856288901201,0.42239347821869244
A1_L1_13,GSK-1838705A,453,0.076,0.10613785436073755,0.3953359119605645
A0_L1_6,DBZ,366,0.076,0.14671192741118483,0.4662067999453272
A0_L1_13,Axitinib (AG-013736),476,0.076,0.09788828518978179,0.3812232212164869
A1_basin_edge_0,JAK Inhibitor I,448,0.076,0.10834183146328659,0.3991202347429453
A3_L1_1,PI-103,452,0.076,0.1065254494776,0.3959579057320863
A1_L1_2,Perhexiline maleate,37,0.0761,0.6543686963149118,0.8727682723820939
A3_L1_3,XAV-939,270,0.0761,0.21261225522631177,0.5501652681148301
A0_L1_9,Vemurafenib (PLX-4032),358,0.0761,0.15079871828243055,0.47023368090138995
A1_L1_10,PLX-4720,88,0.0761,0.4809907552375807,0.7766790453191784
A3_L1_5,Pazopanib (GW786034),467,0.0761,0.10030235048227461,0.38502162030094883
A2_L1_4,Cediranib (AZD2171),454,0.0762,0.10490797589995299,0.3937224277116879
A0_L1_13,CI-1040 (PD184352),461,0.0763,0.10177140132862239,0.38836680391392764
A2_L1_7,Lapatinib,464,0.0764,0.10014071044457865,0.3849177958812075
A3_L1_13,Sunitinib,488,0.0765,0.09136785728013537,0.3688025489172131
A3_L1_0,INK-128,458,0.0765,0.10185232631678168,0.38836680391392764
A1_L1_1,MK-2206,448,0.0766,0.10545751903783962,0.39416959575722027
A0_L1_6,Gilteritinib,278,0.0766,0.20277603576773057,0.5374137219231389
A1_L1_4,Crenolanib,446,0.0766,0.10631445377916608,0.39564802726940557
A1_L1_9,Ponatinib (AP24534),301,0.0767,0.1843672365773589,0.5116727246103961
A3_L1_5,Lapatinib,464,0.0767,0.09911431912120708,0.3831102110670099
A0_L1_6,Lenalidomide,265,0.0767,0.21321715925705112,0.5508192151838398
A3_L1_0,KW-2449,449,0.0768,0.10398361672462378,0.3922811341546984
A3_L1_10,Motesanib (AMG-706),450,0.0768,0.10386192852616234,0.3922811341546984
A1_L1_2,LY294002,86,0.0768,0.4823973185592485,0.7766790453191784
A0_L1_6,AGI-5198,299,0.0769,0.1846338928872993,0.5121835059960876
A0_L1_4,ABT-737,236,0.0769,0.23912099018263672,0.5811643038543112
A3_L1_0,NF-kB Activation Inhibitor,441,0.0771,0.10578545001829652,0.39462682918979447
A0_L1_6,Palbociclib,295,0.0771,0.18652445725597663,0.5162730513335068
A0_L1_6,Vandetanib (ZD6474),481,0.0771,0.0913338410548748,0.3688025489172131
A0_L1_6,PLX-4720,88,0.0771,0.4751733318014125,0.7745567976326669
A1_L1_13,NF-kB Activation Inhibitor,441,0.0772,0.10559930621818432,0.39416959575722027
A1_L1_5,Pelitinib (EKB-569),452,0.0772,0.10126084151888068,0.3873024166669094
A3_L1_10,Idelalisib,444,0.0772,0.10426346753760816,0.39263300467426643
A1_L1_13,NVP-ADW742,444,0.0773,0.10363040892957666,0.3922811341546984
A2_L1_4,Vismodegib (GDC-0449),457,0.0775,0.09786559499771164,0.3812232212164869
A1_L1_13,GW-2580,440,0.0776,0.10401777170166518,0.3922811341546984
A2_L1_7,Elesclomol,431,0.0776,0.1078293088427386,0.3985324915974723
A3_L1_5,Tozasertib (VX-680),458,0.0777,0.09668383264497966,0.3793922546828316
A1_L1_10,Tofacitinib (CP-690550),458,0.0777,0.09691594464672872,0.3798222862261176
A1_L1_5,XAV-939,270,0.0777,0.2032259638830958,0.5374137219231389
A1_L1_12,Idelalisib,444,0.0777,0.1022173439231911,0.38927981100969583
A3_L1_0,PRT062607,447,0.0778,0.1002303479225368,0.38502162030094883
A3_L1_9,CHIR-99021,457,0.0778,0.09651656752906448,0.3793922546828316
A3_L1_0,PHA-665752,452,0.0779,0.0981066297335803,0.38135492435623686
A3_L1_9,YM-155,459,0.0779,0.09558175150900809,0.3774565983158281
A1_L1_8,Bortezomib (Velcade),463,0.0779,0.0941442247635431,0.3736838626978023
A2_L1_7,Doramapimod (BIRB 796),454,0.078,0.09706566067918786,0.379928722355407
A3_L1_0,GSK690693,447,0.078,0.09967423919687347,0.3845826681431858
A2_L1_9,AMPK Inhibitor,85,0.0782,0.47711977446796505,0.7752431695624254
A1_L1_4,JNJ-28312141,316,0.0782,0.16551824465341924,0.48913875922364125
A0_L1_9,Vargetef,452,0.0786,0.09501281292403457,0.3761218406390042
A3_L1_4,Palbociclib,295,0.0787,0.1778449822574479,0.503714404969272
A3_L1_4,Sunitinib,488,0.0788,0.081877862129744,0.3460294426071327
A2_L1_9,Tandutinib (MLN518),83,0.0788,0.4790688650578341,0.7760874481242951
A1_L1_5,JQ1,348,0.0788,0.14249423172830428,0.45791222567648454
A1_L1_8,OTX-015,292,0.0788,0.17937122890806256,0.5043080472206988
A3_L1_0,Midostaurin,462,0.079,0.08967312521999883,0.3650514618279664
A0_L1_6,GSK690693,447,0.079,0.0951224267938643,0.3761218406390042
A3_L1_10,STO609,415,0.079,0.10800188788116767,0.3985324915974723
A1_L1_4,PHA-665752,452,0.079,0.09339765589466427,0.3728689417559037
A1_L1_4,ABT-737,236,0.079,0.22679542388622273,0.5660755346596542
A0_L1_2,Entospletinib (GS-9973),313,0.0791,0.16286099349435915,0.4871557034897776
A1_L1_14,Tozasertib (VX-680),458,0.0792,0.09044842965986388,0.36700279050468326
A1_L1_4,Azacytidine,367,0.0792,0.12979815369429548,0.435884894806247
A1_L1_10,Neratinib (HKI-272),453,0.0793,0.09199699868710595,0.3698971412840836
A1_L1_13,Dasatinib,493,0.0793,0.07872416137110265,0.33824656999364966
A1_L1_14,AGI-5198,299,0.0794,0.17081603322905217,0.4958576940143556
A2_L1_3,JNJ-7706621,457,0.0796,0.08918820503475768,0.36355481342241786
A3_L1_4,LY-333531,415,0.0796,0.10542446858897427,0.39416959575722027
A1_L1_8,Axitinib (AG-013736),476,0.0796,0.08289948865853514,0.34762755104141246
A3_L1_3,Motesanib (AMG-706),450,0.0796,0.09173246995077058,0.3693125413602452
A3_L1_4,JNJ-28312141,316,0.0797,0.15753074361585515,0.4794750173874825
A1_L1_3,KN92,85,0.0797,0.4685354525810873,0.7687006631391218
A3_L1_13,GSK-2879552,84,0.0798,0.4705162412173318,0.7695440573527839
A0_L1_9,Tivozanib (AV-951),448,0.0798,0.09158556874988985,0.3692006022427289
A3_L1_7,LY-333531,415,0.0799,0.10393765065352137,0.3922811341546984
A1_L1_8,p38 MAP Kinase Inhibitor,85,0.08,0.46662906773375556,0.7668801257116271
A0_L1_2,Quizartinib (AC220),461,0.08,0.08608293336267377,0.35415672650867774
A3_L1_7,JNJ-7706621,457,0.0804,0.08593411809972087,0.35415672650867774
A0_L1_6,SR9011,266,0.0804,0.19123828719996036,0.5234778722471322
A0_L1_9,AGI-5198,299,0.0805,0.16510177588200736,0.48913875922364125
A2_L1_0,Metformin,43,0.0805,0.6078055788722059,0.8485202344538253
A1_basin_edge_0,Tivozanib (AV-951),448,0.0805,0.08890913523502741,0.3631334904197431
A2_L1_12,Panobinostat,286,0.0805,0.17451910895924985,0.5000085376836179
A0_L1_9,JNJ-28312141,316,0.0805,0.15357846867074976,0.47419646701127915
A0_L1_9,SU11274,402,0.0806,0.1068037113775885,0.39658598823394836
A0_L1_13,Ibrutinib (PCI-32765),438,0.0806,0.09192700384386746,0.36985556381049856
A1_L1_6,Motesanib (AMG-706),450,0.0806,0.08756691776415046,0.3585963607250547
A0_L1_6,Canertinib (CI-1033),455,0.0807,0.08540876972068452,0.35325842045913547
A2_L1_12,Bay 11-7085,343,0.0807,0.13586358019274775,0.4459259911037777
A3_L1_1,AT-101,85,0.0807,0.46298127508197007,0.7640657743063192
A3_L1_1,Sorafenib,494,0.0807,0.07296851921610126,0.3250034620257384
A3_L1_7,Sunitinib,488,0.0808,0.07438849817810345,0.3273305100810797
A1_L1_8,Selumetinib (AZD6244),456,0.0809,0.084269953236186,0.35041691586646995
A1_L1_14,CYT387,455,0.081,0.08418988502304235,0.35041691586646995
A1_basin_edge_0,Vismodegib (GDC-0449),457,0.081,0.08355625226134467,0.349089463625564
A1_L1_7,Volasertib (BI-6727),349,0.081,0.13117953188207043,0.4372651062735681
A1_L1_4,Indisulam,117,0.081,0.3850623020996282,0.7091289524322959
A0_L1_2,Afatinib (BIBW-2992),459,0.0811,0.08244368123258822,0.34715713537533305
A1_L1_3,Gilteritinib,278,0.0811,0.177669091683271,0.503714404969272
A1_L1_3,GSK-2879552,84,0.0812,0.4625207019467804,0.7636826503515416
A1_basin_edge_0,Masitinib (AB-1010),448,0.0813,0.08553538358876688,0.35331071169244144
A0_L1_9,Tozasertib (VX-680),458,0.0815,0.08127571424634879,0.3451434440598373
A3_L1_4,RAF265 (CHIR-265),450,0.0815,0.08402686562660489,0.3501119401108537
A0_L1_4,Indisulam,117,0.0815,0.3824892844736757,0.7089487485012823
A3_L1_1,Dovitinib (CHIR-258),455,0.0815,0.0824397618427005,0.34715713537533305
A1_L1_0,RAF265 (CHIR-265),450,0.0815,0.08399805959491632,0.3501119401108537
A1_L1_15,Axitinib (AG-013736),476,0.0815,0.07565393726740036,0.3299729754100534
A1_L1_0,MLN8054,452,0.0816,0.08322786963388688,0.3481867690486496
A1_L1_9,Tozasertib (VX-680),458,0.0816,0.08099105236394127,0.3444163326574493
A3_L1_3,VX-745,457,0.0817,0.08095321815023901,0.3444163326574493
A3_L1_5,Dovitinib (CHIR-258),455,0.0817,0.08171431350835308,0.3460294426071327
A1_L1_3,H-89,413,0.0817,0.09737829305677458,0.3806717635258527
A1_L1_4,GDC-0941,424,0.0817,0.09300166417038963,0.3717668071285723
A1_L1_13,Venetoclax,367,0.0817,0.11797383844147387,0.41629925915602617
A1_L1_15,Linifanib (ABT-869),453,0.0818,0.08210342789733349,0.3465222960949405
A0_L1_11,Volasertib (BI-6727),349,0.0819,0.1266886841794931,0.43098712526558297
A1_L1_7,Metformin,43,0.082,0.601052523280921,0.8440936453522571
A2_L1_7,KN93,86,0.082,0.45314395167004606,0.7562563930967121
A3_L1_9,GW-2580,440,0.082,0.08560967261840305,0.3533821373063242
A3_L1_8,NF-kB Activation Inhibitor,441,0.082,0.08551557671268573,0.35331071169244144
A1_L1_3,CHIR-99021,457,0.0822,0.079170075194599,0.33969167211523443
A1_basin_edge_0,Saracatinib (AZD0530),450,0.0822,0.08153325796089876,0.3457634742527854
A0_L1_6,Baiclein,45,0.0823,0.5910218913154286,0.8404439738889122
A3_L1_13,Selumetinib (AZD6244),456,0.0823,0.07924706469424576,0.33978686106799705
A1_L1_9,SR9011,266,0.0824,0.1805016409084386,0.5056982257714954
A1_L1_9,Baiclein,45,0.0824,0.5904185045048833,0.8403068892953545
A2_L1_9,PHT-427,448,0.0825,0.08096600342438269,0.3444163326574493
A1_L1_12,BI-2536,110,0.0826,0.3911582165807659,0.7156037010329739
A2_L1_9,Selinexor,241,0.0826,0.20140323090162648,0.5363301296457704
A1_L1_3,A-674563,461,0.0828,0.07564465037231113,0.3299729754100534
A3_L1_1,Masitinib (AB-1010),448,0.0829,0.07980467323677531,0.3419412398534948
A1_L1_3,PP242,458,0.0829,0.07627059711786811,0.3314553770116411
A3_L1_4,Indisulam,117,0.0831,0.3727725610742253,0.7012321361469271
A1_L1_15,Crizotinib (PF-2341066),470,0.0831,0.07204467197724604,0.3241487418424713
A3_L1_4,BEZ235,449,0.0832,0.07809457373413047,0.33647418843058297
A1_L1_12,LY-333531,415,0.0832,0.09068861979945235,0.3674604705432256
A1_L1_5,BEZ235,449,0.0832,0.07830905399787762,0.33716398249086194
A1_L1_3,CI-1040 (PD184352),461,0.0832,0.07422991845931992,0.3270314670891132
A1_L1_8,VX-745,457,0.0833,0.07532201001766106,0.3299729754100534
A1_L1_13,Go6976,85,0.0833,0.4483763381431012,0.7542216788765621
A3_L1_0,SB-431542,459,0.0834,0.07426779123572119,0.3270314670891132
A3_L1_4,DBZ,366,0.0835,0.11059073549932595,0.4025163721842999
A1_L1_4,17-AAG (Tanespimycin),449,0.0835,0.07718154833971119,0.3341659215825485
A1_L1_8,PD173955,453,0.0837,0.07500952265240247,0.32889606820713957
A1_L1_10,KI20227,405,0.0837,0.09250185706744812,0.370819666638872
A1_L1_5,Lovastatin,134,0.0838,0.33582270528924074,0.6690876952392891
A1_L1_9,Entospletinib (GS-9973),313,0.0839,0.13875312817475366,0.4495140505688406
A3_L1_1,Vandetanib (ZD6474),481,0.084,0.0657888937929272,0.30599485485082417
A1_L1_15,KI20227,405,0.084,0.09146213966392427,0.36894291861830225
A3_L1_7,Sorafenib,494,0.084,0.062170668369310275,0.2970448007378981
A2_L1_0,Ranolazine,45,0.0841,0.5829544659735741,0.8368413264728316
A1_L1_10,AZD1480,456,0.0841,0.07273709380873529,0.32477832788016553
A0_L1_9,Azacytidine,367,0.0842,0.10727418715403746,0.3975492889151418
A1_L1_13,Volasertib (BI-6727),349,0.0842,0.11639484843814228,0.4127664762635874
A3_L1_5,Trametinib (GSK1120212),484,0.0842,0.06430233024988778,0.3017974621872099
A1_basin_edge_0,Bosutinib (SKI-606),456,0.0843,0.07225837941611482,0.32436473493821805
A1_L1_13,PI-103,452,0.0843,0.07324617823311025,0.32544746191073276
A2_L1_7,Vandetanib (ZD6474),481,0.0845,0.06413024073503062,0.3016946942767974
A0_L1_9,Go6976,85,0.0845,0.4418364708462206,0.7503111802921303
A3_L1_10,AT-101,85,0.0846,0.44162462458432283,0.7502727095451656
A2_L1_0,Dasatinib,493,0.0847,0.060174871615300315,0.2930747871287211
A3_L1_9,Cediranib (AZD2171),454,0.0847,0.0712919395710598,0.3219300985728847
A3_L1_0,Dovitinib (CHIR-258),455,0.0849,0.07042955137410287,0.3201343244277403
A1_L1_4,JNJ-38877605,454,0.0849,0.07084338310631458,0.32109740009505794
A2_L1_4,Flavopiridol,451,0.085,0.07142163354183058,0.3222810247156838
A3_L1_1,Bosutinib (SKI-606),456,0.085,0.06981897730647187,0.3175918263390503
A3_L1_8,Nutlin 3a,323,0.085,0.12729469776384789,0.4324532198004695
A0_L1_6,CYT387,455,0.0851,0.06971992070931939,0.3173740883977828
A1_L1_3,Erlotinib,485,0.0851,0.06114912185483462,0.29503856459141997
A2_L1_7,Bortezomib (Velcade),463,0.0851,0.06720639583227798,0.3104915455738625
A3_L1_9,Dasatinib,493,0.0853,0.05850757754279718,0.2890414189365279
A1_L1_4,Lenvatinib,343,0.0853,0.1148784350164601,0.40980799603110046
A1_L1_14,AZD1152-HQPA (AZD2811),455,0.0855,0.06849891359484087,0.31319562263127826
A3_L1_5,GSK690693,447,0.0855,0.07107868925288247,0.3214353562128893
A1_L1_13,AKT Inhibitor IV,83,0.0856,0.4414786749432764,0.7502727095451656
A2_L1_7,PP242,458,0.0856,0.06729387095235488,0.31059096217245313
A2_L1_9,LY294002,86,0.0856,0.43305117847669616,0.7445694139089063
A1_L1_0,AMPK Inhibitor,85,0.0857,0.4352642366200532,0.7460984979387144
A3_L1_5,Vandetanib (ZD6474),481,0.0858,0.05991688621377479,0.2922774937257307
A0_L1_6,AZD1152-HQPA (AZD2811),455,0.0859,0.06719761131636147,0.3104915455738625
A3_L1_10,Pazopanib (GW786034),467,0.0859,0.06373667507138579,0.30073621418766505
A1_L1_15,Panobinostat,286,0.086,0.14685514198277808,0.4662067999453272
